place,detector,method,status,cosine,flux_ratio,dose_ratio_ISO,dose_ratio_ROT,dose_ratio_AP,dose_ref_ISO,dose_unfolded_ISO
t5-34-s.txt_1,PTB,tsvd,OK,0.9320321693841515,0.9889731709479921,1.215181742991034,1.2085311917681174,1.197048654930704,16.972931923329686,20.62519699825993
t5-34-s.txt_1,PTB,bayes,OK,0.3756528373086495,1.97062175397535,25.74296725402178,20.591272558743977,12.03661120256805,16.972931923329686,436.933630707017
t5-34-s.txt_1,LANL,landweber,OK,0.9391733757396191,0.9504314900205089,0.9969785168174238,0.9974354144614291,1.000459117799866,16.972931923329686,16.921648494964334
t5-34-s.txt_1,LANL,mlem,OK,0.2006664223735061,4.868863068265175,21.36982238590096,21.41407000358651,22.344366308962172,16.972931923329686,362.70854056954374
t5-34-s.txt_1,LANL,kaczmarz,OK,0.9345114180605575,0.9457764550476057,0.9993522832406014,0.9962021335834297,0.9911706602857611,16.972931923329686,16.961938270866813
t5-34-s.txt_1,LANL,cvxpy,OK,0.956767290493597,0.9879979277576967,0.9954963204631047,0.9957390710893019,0.9961509246054885,16.972931923329686,16.89649127714547
t5-34-s.txt_1,LANL,qpsolvers,OK,0.9625817215372031,1.0102809642010928,1.0018869163655468,1.0011594489238367,0.9998137885293664,16.972931923329686,17.00495842634713
t5-34-s.txt_1,LANL,statreg,OK,0.9128558470848016,1.0608995178731748,1.1307863549625774,1.109396170160961,1.0697495130320618,16.972931923329686,19.192759822609943
t5-34-s.txt_1,LANL,tsvd,OK,0.9375167873380948,0.9743171806576651,1.3172734766300809,1.2821448722103883,1.2094961332127832,16.972931923329686,22.35799304325018
t5-34-s.txt_1,LANL,bayes,OK,0.4685320343683118,1.436942495631355,1.0123005820439526,1.0085634501655054,0.9977166297909202,16.972931923329686,17.181708864979022
t5-34-s.txt_2,GSF,landweber,OK,0.9426841801437507,1.0148384295270543,1.034234154458923,1.0320055494760587,1.0312659966160227,16.858894762011406,17.436044769300835
t5-34-s.txt_2,GSF,mlem,OK,0.15870701356009906,0.36782559546910343,1.2759383243938955,1.2550509776573893,1.2476461301678452,16.858894762011406,21.510909933773856
t5-34-s.txt_2,GSF,kaczmarz,OK,0.9357354664558992,1.0222936560228268,0.9765179769987767,0.9753162570108193,0.9742784410588411,16.858894762011406,16.463013807434653
t5-34-s.txt_2,GSF,cvxpy,OK,0.9806133999157775,1.0036447462320641,1.0127400728522504,1.0098258747122393,1.0055665672574532,16.858894762011406,17.073678309487853
t5-34-s.txt_2,GSF,qpsolvers,OK,0.9458997920420126,1.0088305777268858,1.04990320287783,1.0473601631632945,1.0465771115727676,16.858894762011406,17.700207607616047
t5-34-s.txt_2,GSF,statreg,OK,0.9149133681942891,1.0335096651448707,1.4889074143723813,1.3884219172726215,1.2196248476996465,16.858894762011406,25.101333409282486
